         152754 function calls (142365 primitive calls) in 0.243 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\base.py:350(subtarget)
        9    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\rewrites\static_raise.py:39(match)
       23    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\types\misc.py:119(key)
        1    0.000    0.000    0.002    0.002 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\runtime\nrtopt.py:25(_remove_redundant_nrt_refct)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\parfors\parfor.py:700(has_setup)
       11    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\context.py:394(_get_global_type)
        2    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\module.py:56(__str__)
       21    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\templates.py:124(as_function)
        7    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\dataflow.py:240(op_LOAD_FAST)
        7    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\interpreter.py:693(op_LOAD_FAST)
        9    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\rewrites\static_getitem.py:57(match)
        6    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\arraydecl.py:162(generic)
        2    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\executionengine.py:138(_find_module_ptr)
        6    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:196(short)
        9    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\rewrites\static_getitem.py:147(match)
        2    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\npydecl.py:1042(generic)
        1    0.000    0.000    0.025    0.025 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\codegen.py:264(_finalize_final_module)
       46    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\types\functions.py:261(key)
       11    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:1200(copy)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ssa.py:147(_run_block_analysis)
       23    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\dataflow.py:841(append)
       23    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\compiler_lock.py:16(__enter__)
        3    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\passmanagers.py:102(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\np\arrayobj.py:68(ArrayStruct)
        2    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:413(__call__)
        9    0.000    0.000    0.006    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:1468(infer_constant)
       22    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\pprint.py:94(_safe_tuple)
       19    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\types.py:435(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\analysis.py:575(find_literally_calls)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\executionengine.py:171(_raw_object_cache_notify)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\bytecode.py:215(_compute_lineno)
        4    0.000    0.000    0.024    0.006 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\codegen.py:575(wrapper)
        6    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\models.py:703(inner_types)
        1    0.000    0.000    0.002    0.002 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\np\arrayobj.py:469(setitem_array)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\compiler.py:498(define_typed_pipeline)
       14    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\controlflow.py:217(_loops)
       17    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\dataflow.py:774(push)
       12    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\builtins.py:546(generic)
        9    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\types\containers.py:128(is_homogeneous)
       23    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.002    0.002 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typed_passes.py:729(run_pass)
        3    0.000    0.000    0.004    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:580(infer_constant)
       17    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\controlflow.py:767(incoming_blocks)
       18    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\llvmpy\core.py:97(void)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\interpreter.py:967(op_FOR_ITER)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\dis.py:372(findlabels)
       20    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:74(<dictcomp>)
        1    0.000    0.000    0.005    0.005 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\imputils.py:329(wrapper)
       57    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\inline_closurecall.py:1453(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:945(__init__)
       33    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\_utils.py:64(set_metadata)
       12    0.000    0.000    0.004    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\context.py:187(resolve_function_type)
        1    0.000    0.000    0.001    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\dataflow.py:26(run)
       14    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\builder.py:568(icmp_unsigned)
       11    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\ffi.py:215(__bool__)
        8    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\inspect.py:3035(signature)
       18    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\controlflow.py:759(iterliveblocks)
        7    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cgutils.py:145(_get_ptr_by_name)
        6    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\builder.py:205(position_before)
       53    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:113(defined)
        9    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\rewrites\static_binop.py:14(match)
        2    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\pythonapi.py:306(raise_object)
       12    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:503(<listcomp>)
       42    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\types\misc.py:188(key)
       11    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\models.py:124(contains_nrt_meminfo)
        5    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cgutils.py:420(is_not_null)
        4    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:954(__str__)
        2    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\untyped_passes.py:333(_do_work)
        7    0.000    0.000    0.002    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\callconv.py:154(_get_arg_packer)
       11    0.000    0.000    0.005    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\postproc.py:41(usedefs)
        9    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\inline_closurecall.py:1301(match)
        2    0.000    0.000    0.050    0.025 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\codegen.py:492(get_pointer_to_function)
       54    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\types\misc.py:147(key)
        2    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\consts.py:47(_fail)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       22    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:281(__eq__)
        5    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:81(lock)
       22    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\compiler_machinery.py:67(analysis)
        5    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:90(get_lines)
       10    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:994(_get_return_vars)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cpu_options.py:37(__bool__)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\base.py:397(insert_user_function)
       22    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:1263(is_terminated)
        2    0.000    0.000    0.001    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\ipykernel\iostream.py:386(write)
        8    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cgutils.py:425(if_unlikely)
       22    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\inspect.py:73(isclass)
       18    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:1201(<genexpr>)
        1    0.000    0.000    0.236    0.236 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\compiler.py:350(compile_extra)
        9    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\lowering.py:314(post_block)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\codegen.py:529(scan_unresolved_symbols)
        3    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\types\misc.py:56(literal)
        2    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:1696(typeof_call)
       28    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:508(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:918(__repr__)
       42    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\types\containers.py:40(key)
       20    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:138(append)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\transforms.py:282(rewrite_single_backedge)
       12    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cgutils.py:56(create_struct_proxy)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\interpreter.py:88(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typed_passes.py:780(<listcomp>)
       11    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\types\containers.py:217(__iter__)
       28    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\controlflow.py:132(set_entry_point)
       27    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\callwrapper.py:183(get_env)
        3    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:1364(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\interpreter.py:1248(_op_JUMP_IF)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\callconv.py:485(decorate_function)
       11    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\ffi.py:291(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\options.py:30(set_flags)
        8    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\instructions.py:187(__init__)
       88    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\ffi.py:276(_dispose)
        3    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\callconv.py:97(get_return_type)
        1    0.000    0.000    0.001    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\compiler.py:466(define_nopython_pipeline)
       67    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\types.py:105(_to_string)
       10    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cgutils.py:411(get_null_value)
       98    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\annotations\type_annotations.py:56(__init__)
       22    0.000    0.000    0.000    0.000 {method 'clear' of 'frame' objects}
       44    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\compiler_machinery.py:271(debug_print)
        8    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:194(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\codegen.py:92(__init__)
        1    0.000    0.000    0.002    0.002 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\transforms.py:317(with_lifting)
        5    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\imputils.py:428(impl_ret_borrowed)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\pythonapi.py:854(gil_ensure)
       12    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cgutils.py:228(_get_be_type)
        7    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\base.py:1142(add_linking_libs)
        6    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\module.py:76(_dispose)
       70    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\types\abstract.py:155(is_precise)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\pythonapi.py:204(emit_environment_sentry)
        5    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\targets.py:150(get_pointee_abi_size)
        8    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\controlflow.py:277(in_loops)
       14    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:1098(propagate_refined_type)
       28    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:511(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\itanium_mangler.py:219(prepend_namespace)
        1    0.000    0.000    0.001    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\funcdesc.py:38(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:1088(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\interpreter.py:174(init_first_block)
        1    0.000    0.000    0.010    0.010 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:1052(propagate)
       11    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\removerefctpass.py:44(valid_output)
        6    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:1018(__repr__)
        6    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:276(_get_reference)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\controlflow.py:689(_find_in_loops)
       36    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\models.py:128(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\models.py:191(from_data)
        2    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\base.py:307(declare_env_global)
        8    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\bytecode.py:88(get_jump_target)
        1    0.000    0.000    0.001    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\pythonapi.py:331(err_write_unraisable)
        2    0.000    0.000    0.002    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\context.py:319(resolve_setitem)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\transforms.py:503(find_ranges)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\codegen.py:604(_load_defined_symbols)
     10/1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\controlflow.py:424(_dfs_rec)
       11    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:806(__str__)
        2    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typed_passes.py:551(_do_work_getattr)
        3    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\codegen.py:707(_pass_manager_builder)
      4/2    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir_utils.py:2044(resolve_mod)
        7    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:801(__init__)
        4    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\module.py:160(link_in)
        9    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\module.py:208(__init__)
       13    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\module.py:145(get_unique_name)
        9    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\types\containers.py:170(_make_homogeneous_tuple)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\dispatcher.py:288(add_overload)
       73    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\pprint.py:87(__lt__)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\untyped_passes.py:140(run_pass)
       29    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:271(__contains__)
        1    0.000    0.000    0.003    0.003 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:1549(dump_to_string)
       32    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\compiler.py:278(__setattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\compiler.py:185(compile_result)
       18    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\types\containers.py:133(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\pythonapi.py:1131(string_from_string)
        2    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\controlflow.py:408(_find_exit_points)
        2    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:431(__call__)
       57    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\debuginfo.py:55(mark_location)
        9    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\base.py:523(get_constant)
        3    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\dispatcher.py:629(typeof_pyval)
        6    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\cffi_utils.py:29(is_ffi_instance)
        7    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cgutils.py:308(__setattr__)
        3    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\np\arrayobj.py:166(normalize_indices)
        3    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\module.py:169(global_variables)
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       37    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
       11    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\models.py:96(traverse_models)
       25    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:265(get)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\pythonapi.py:866(gil_release)
        3    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:1005(seed_argument)
       13    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\templates.py:275(get_impl_key)
       36    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:789(function)
        4    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\arraydecl.py:244(resolve_shape)
       12    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:104(union)
        7    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\packer.py:167(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\templates.py:906(_resolve)
        9    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\ntpath.py:588(<listcomp>)
       45    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\errors.py:214(__enter__)
        4    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\llvmpy\core.py:170(add_function)
        9    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\removerefctpass.py:18(visit_Call)
       13    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cgutils.py:841(is_pointer)
        4    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\context.py:215(_resolve_builtin_function_type)
        1    0.000    0.000    0.008    0.008 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\untyped_passes.py:225(run_pass)
        2    0.000    0.000    0.005    0.003 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\np\arrayobj.py:406(_getitem_array_generic)
        6    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\instructions.py:381(descr)
       14    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\base.py:60(_select_compatible)
        3    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\transforms.py:13(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:581(_module_repr_from_spec)
        5    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cpu.py:79(target_data)
        9    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\rewrites\static_getitem.py:103(match)
        6    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:990(_mangle_arg_name)
        2    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\base.py:590(get_getattr)
        4    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\compiler_machinery.py:218(_debug_init)
        8    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\module.py:132(get_global)
       32    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\instructions.py:327(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:1702(typeof_intrinsic_call)
        3    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\base.py:476(get_argument_type)
        2    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\imputils.py:267(set_valid)
